,token_address,from_address,to_address,token_id,transaction_hash,log_index,block_height,action,block_signed_at,maker,taker,price,sender,receiver,currency,market_place
3829,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x3a5723a0308beb361361ce3db6d6b68e3922e00c,0xd82857f9c6ef9cce63b8fd3d13ec609c539138bd,2424,0x9e92e4ba1212dd6bfe6f3ee38a9f2cfc03f022f69ed991b41491f4aacca76874,294,15047572,Transfer,2022-06-29T23:52:03Z,,,,,,,
3830,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x8aed25a73b98030725e923d3db570f8e72c3c51b,0xb615534c13b2f9499324fd5c06eedb722e910e3e,3539,0x43cc4a92b14a4805afc7462a13c362f510ec45ef3109eb269afe3b436a7d79f3,294,15063285,Transfer,2022-07-02T13:08:17Z,,,,,,,
3831,0x4f94a08744fa36fae992a4f8830c65e37e8f388b,0xdb6f401f187f0850fc11fd0ed0922094e35d10ca,0xfb4d3efe56dddc710f15317ab0f158bc8ae3532b,1208,0xd662e32f3f9fcbd7c037aac7f79f04dd3915a9bc2d6f7f2de6dc640511044809,294,15060471,Transfer,2022-07-02T02:55:34Z,,,,,,,
3832,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x2b3939e5e95ae25756a7b8d5a8cfda85e4992334,2557,0xc4c1eeae24a5451b305bde1c8380b0a63fe4d3e95340a7efa58268973f172207,294,15047565,Minted,2022-06-29T23:49:14Z,,,,,,,
3833,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0b643f94c581fe08617996f1a3dae1fd347993c4,0x3d9c4678940c39019664025cc778d5aa7fc7f431,5000,0xed59ef22292d5b2f72f3230c0c3c9ab107f5740eab91511c3270ca2a0239de0f,294,15052478,Transfer,2022-06-30T20:59:54Z,,,,,,,
3834,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x7384cc3d44af13cd5ffed0b5f85b109334c58389,0xae2f2f7393483040e92e15ebf32b404a21c13db0,3889,0xb56fece9a9064b6d299a9776140d4a393d6c19ddbe403d80e0b3ed4bddcca2c8,294,15049566,Transfer,2022-06-30T08:56:47Z,,,,,,,
3835,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xa0856eaeaecebd114706fe55a4a09522ab373be9,0x6299d847b4007712b307519f7715a3d20d3d10e8,3311,0x9ca5646209b54a93e2fa82c22608a2ac53f7849a2ad4837a2d875c439891ffe8,294,15049258,Transfer,2022-06-30T07:35:23Z,,,,,,,
3836,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x16d0119b32554742ab9960d1a83aa2a3b63ada5d,0xaf3c20498ff9ab190af36764428fce9017c54758,4084,0xfa301c450b0b5ae9dbef4e82d4760bdbd8c3b9b1ffe365103c4319f793f970b2,294,15058051,Transfer,2022-07-01T17:56:21Z,,,,,,,
3837,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x20ee8f20612267a609c75e29ed3545771af93bfc,0xe2321a99d054eeebe31ded3451a294136b0d1ffe,328,0x3fc2d531d01fd5615f610ce0d56b69599688b3b942deee1dcf06693d1834ff57,294,15055327,Transfer,2022-07-01T07:38:57Z,,,,,,,
3838,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xed25a1377eab269528232ec4734524fb7ed986a4,1380,0xa3b095031b0957d6643b7a4153d9d8ae18d287f9b44061f922a1ce92b8d2e89b,294,15046801,Minted,2022-06-29T20:32:35Z,,,,,,,
3839,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xb4f22a8f58d1fc1d098254d5c512e725be85ca03,0x371d12dabbaabd57b8adf285fe15718336245700,2908,0x7261788920c69fa335b36a0ba2b6901b6155210831337106d99cc5cde9a6c55f,294,15050446,Transfer,2022-06-30T12:54:00Z,,,,,,,
3840,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x2eaee8c58f2b5a4dffd733ac404b50f751c4a16c,0xbbf6cf89cf9c46660545dae5aed4c647498dc240,2568,0x0f7707b0bedaf80ee38107ee464ebd414ab8c40f609cdb0f1cd731bf5b1926f8,294,15050013,Transfer,2022-06-30T10:57:02Z,,,,,,,
3841,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x7515a7569973e84e1dcb91d857097be9ae4d03c7,0xd64092f04a7b64fa0bd5e71150c7256640463c06,3601,0xc6de25fc840f0cc6260c206c3e4afc5548792572601b6a61330a8a6f767a28c6,293,15051051,Transfer,2022-06-30T15:23:14Z,,,,,,,
3842,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xd66dcdba1cac252d4d26b05c8d9c596124c02b7d,1200,0x296227b324bde215d6b2aad551ad4acc718c6f94f034b4304561d0c943c9367d,293,15046772,Minted,2022-06-29T20:27:23Z,,,,,,,
3843,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x71edd9c354489d7bdcced7f540b3da38c14c328b,0x7fcafca7123b244ae76ba65590fbd0e9fe35b24a,1589,0x1ef89fdcbd4b9b81e5179d72394f6bfa691e6e6d12fc7af44fae0ea549815d0b,293,15048377,Transfer,2022-06-30T03:34:38Z,,,,,,,
3844,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x9a88d6c5f0fb75abc2e39e5858926946ee25b9f8,0xb8ee6aec744f15a471b36a8d6b0c6071072e2674,3595,0x5c58b9aa196f4bc7802ab81beca05ddc0c94a7dbcb38c856d6c5c27ff2122461,293,15052943,Transfer,2022-06-30T22:48:30Z,,,,,,,
3845,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x7db5c1efcebe4ce04af24d3b9ec2ffd528cf2493,0x341a57b3c8d194616964ba330efce13ec04f0a2f,1820,0xc5ab5838bd342b5fcee95f2def12a43aff1d39a1a16e77620471e57af48bd995,293,15057864,Transfer,2022-07-01T17:14:10Z,,,,,,,
3846,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xf1fc154959ae9882d0d4b4895704bab9473851ab,3051,0x11dbe971fa86b066329a78e2fba242264796a6c860831dfa1653529cf0f2477b,293,15048135,Minted,2022-06-30T02:25:32Z,,,,,,,
3847,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x42826de7e4ce16274b7a2e1af13a78ece5d3692a,4012,0x6e9f7e47fd96135c44fcc706431cc67502731422143d1df4f613dcb3a810b54c,293,15049929,Minted,2022-06-30T10:36:21Z,,,,,,,
3848,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x90699e73b910faabb90a3c55c60a35fe7fea3a32,4442,0x8013a4445c5b40b97fd3491659abb3ba60acd84e2e81d57d56a00c2193b61ca8,293,15050313,Minted,2022-06-30T12:21:16Z,,,,,,,
3849,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x6415f71f520ec7fd30953c8d76e4b4da6dacb181,0xea69cd4e818ffaf812fe31fdb9699470fca7cc40,4144,0xdb4c57abd83197061320903b5987e4f1511126f5fcd9a2643f2c82fd253229d7,293,15054197,Transfer,2022-07-01T03:31:51Z,,,,,,,
3850,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x4adecbb0dd0ab35eee8172405f18050cf741d9b0,0xe5eaf650ef07eb8242c866444f1ca0a10b1db965,4859,0xdac6e4a08096878d86ac6ff54846eee21faf0783818400bb870a2149a6c51ebd,293,15052256,Transfer,2022-06-30T20:09:38Z,,,,,,,
3851,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x7b0aa292f4ddb61a150a17ecab7c02a6af57fd66,0x79ebd3a31213c6f97b03907c87f32c5fbc25f322,930,0xb5d8c5a4c78fd47edc09326a381a501d59bd8cf956491396362f16027a2b9cc0,293,15052381,Transfer,2022-06-30T20:39:45Z,,,,,,,
3852,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x0ec08c4f5e1e0c2ff461cc6af75cd838a0b1a756,2581,0xa30c0c91e2cc227166081443e55a04931ca5e6891af0e08b3093624d1dfd1037,293,15047573,Minted,2022-06-29T23:53:07Z,,,,,,,
3853,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x1a14ee1043348833a186119e2c36d63f82ca38b1,2243,0xc71ba889ca71a05fae6c3a9ed08d2612a3c58f049f99c047cd973a5c6c88f803,293,15047403,Minted,2022-06-29T23:08:34Z,,,,,,,
3854,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xdc67e4afc3546d1ec45c4b0d56bfbd9d9ba16a3a,3390,0xf2b8c1686cbd1b9a3480b93e2c7187992cb71823d269ec39f458718bb5e4ec84,293,15048488,Minted,2022-06-30T04:06:39Z,,,,,,,
3855,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xe40107847c36e7e03f3dc74477f235da4b7f226b,932,0x5224ff59099c8b1594a2fdd3b3ab12c8412a5a30f0726dc91ae34e8c81075786,293,15046736,Minted,2022-06-29T20:19:55Z,,,,,,,
3856,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x9fe8b927386e8bdaab7f2cb9895156e99fec3492,1673,0xc87d582af6f3566af68fe933de83a046e8e3a1540a73fe23402c61644643c066,293,15046980,Minted,2022-06-29T21:22:10Z,,,,,,,
3857,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x403254547725460236066ac693e002e97b397450,975,0x8382c692e848a195a6dea3da7f70d94f8ccc2668764c2d100a6e5868e8ab427d,293,15046741,Minted,2022-06-29T20:22:21Z,,,,,,,
3858,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x7d2a5cccfbe775f1b58e3e399935d73754432dac,0xc95ace66344d400f395a8fb2a98e3ec6ba446e9d,3401,0x4a632dff33375e3b329c5ebc7435a1f0ab34c62d50081baf074db402e66e6602,293,15057259,Transfer,2022-07-01T14:58:04Z,,,,,,,
3859,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xdc4ea752ef27d941ad530607405c7dbe5581c502,0xb3a0e9e177d792bd1c7330e4b3a94d38df0ce1c0,4864,0x16e4904c6596c19cb8e6aec34fb9be33137fe81450826561b1bba8e6fc04a038,293,15058050,Transfer,2022-07-01T17:56:04Z,,,,,,,
3860,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2,0x67ffda6d3ece5b1879b30828112f6bce921ad09b,2362,0x21336f878fa13ddbecedfe39abfcf1898988a62ae63528fda75ca28260ead2a3,293,15050037,Transfer,2022-06-30T11:05:27Z,,,,,,,
3861,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x6e48aa05709a8e6a9cd4738df10bfc26d5f65873,0x2c087a1c1cab13bcbc8eb7914909a9b3bff7fa7f,4561,0x24567f31a8d375a39234d10e669f8b5d3834bef01484cc6c52c6837173405d34,293,15059649,Transfer,2022-07-01T23:54:24Z,,,,,,,
3862,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xadfb2710eaeb64f8cb4c587d337ecadab4c3e2a2,0x7c8e9d6d95023a0c588a5220e5072bac59d3abc9,1047,0xeda935cbdf48c0f805b4472fd7450254bee87e1cb64a495193985721ed3e9d49,293,15059046,Transfer,2022-07-01T21:48:44Z,,,,,,,
3863,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x631a8376241befea76af51236653f99a716391f7,1803,0xb61327281542e3fe7ddb1071885471c78cc57f669757c582aebc9aa672a24b49,293,15047192,Minted,2022-06-29T22:15:12Z,,,,,,,
3864,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x4774e05a4011f53ebbe06763b0cbf3a110378e6c,0x615e3bb7b96a54d80eb8f6b61fc1851e399f578d,2761,0xaa356e1ae999ec36a261ce343a2a854303b1af14e8a1d0080880d3a5613f8f3c,293,15057634,Transfer,2022-07-01T16:24:04Z,,,,,,,
3865,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2,0x2cfbad98f41d8eaa6d8c2ccab4fc3a54c5950926,1276,0x1bb2a83e8bbdfd6c24c9da5f09dd83cf1bc1d266ed05b8bc709f91ca3d8d35ca,293,15050510,Transfer,2022-06-30T13:13:43Z,,,,,,,
3866,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x34e06a0ba1328833dae341eca32719a0f3c10acb,0x7a1a490afa6ce3c5b0233651b3390892af980dd9,1886,0xc48edba6564bd0ac8e21d2bd7774d85d3d2e6c9cb29374977ac8e3d08eff65cc,293,15054057,Transfer,2022-07-01T03:03:22Z,,,,,,,
3867,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xa3de3548e829b8cf8d906a96759b562e7b655faf,0xab66782d9cc852aa049b367d7481d8b445a6af81,4841,0x6b157da5070b4bd4724d779ab319d7f5ae4c065ac2d20cc965f43eec666ed27d,293,15055619,Transfer,2022-07-01T08:45:14Z,,,,,,,
3868,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x2867176c6d0b387b9981c185219dc88a7a45eb9d,0x548e0f3e54b5a56f7b90eb92f8a9be29051d5d39,372,0x4607718b8e9e3302c64c8f5c7bd4ad621567ce0fadb12d951950a9fd55fd9b82,293,15058225,Transfer,2022-07-01T18:36:40Z,,,,,,,
3869,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xd527c5a510eb62f2598e8a9e81b976c94b30866d,0xce25b3f0b4026e0499a71991c9e9c91cee51dc45,3104,0x311b200bfbe7600eefac47dc80b7783b5b1943358570334b438ecab142932227,293,15058009,Transfer,2022-07-01T17:45:12Z,,,,,,,
3870,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x6295149b27c57d4fbc4b61aecc5fbced103125a5,0x4f9a8627b27a80deff272b438845a58d91ae10bb,388,0x13b9e05395986d86538006d97c8035caea2de38376f613783402ab003e3817bf,293,15059116,Transfer,2022-07-01T22:02:05Z,,,,,,,
3871,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x4ade4e108d7487cb69502c71efef20dc917ccb9b,0x039317468713d032ca7b9d9f4bcfcd53bd1bb2a7,420,0x18d49eac2f67f08b197a84daed612c2e514b4451f03f9c2aad53081cd3bf5e89,293,15051561,Transfer,2022-06-30T17:29:47Z,,,,,,,
3872,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x28de5b4de7493f44a322180436d88429ad8d60f6,0xe162dcd7f3b037f0a499af6e04f0e1fca4fddb58,2947,0x6667ed9d9e21c5d831528eb3d9d57994ef884ea038e9b5d8cf75cd9994c1d3f2,293,15050058,Transfer,2022-06-30T11:09:09Z,,,,,,,
3873,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0b643f94c581fe08617996f1a3dae1fd347993c4,0x3d9c4678940c39019664025cc778d5aa7fc7f431,4999,0xed59ef22292d5b2f72f3230c0c3c9ab107f5740eab91511c3270ca2a0239de0f,292,15052478,Transfer,2022-06-30T20:59:54Z,,,,,,,
3874,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x62c85aa3f76cf2e072648e0505632d0768c4324b,0x12027da6af41a8d044dcdb0f40ec30e4a6e96741,1931,0xf0d584904ac90a3d1c21a147ec8f2e02b88b1797d65be5becbe5071b9717dfe0,292,15053922,Transfer,2022-07-01T02:31:03Z,,,,,,,
3875,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2,0x966361f5278af759a83c5d29c00811b23e00cc70,1523,0x182a239f6bd1c3e2b5b882f185e69b2ce86e631892f9a26cc404cc14e9e7ffc2,292,15058013,Transfer,2022-07-01T17:45:55Z,,,,,,,
3876,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x44520ec3a3fbc1e7f6c6a1b910a2197075c8654f,3518,0x02925e9e01d30c679500b71cc99cbb437467f76fbc255f16c640b1faca0677a9,292,15048604,Minted,2022-06-30T04:34:58Z,,,,,,,
3877,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xa2216bdb824ad2e2fbebf7171b547340305d28f8,1199,0xbeae09c51461e38a9edc1226d5c542a5e50e2f2d83f571646700fd2de72b3f09,292,15046772,Minted,2022-06-29T20:27:23Z,,,,,,,
3878,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x9d6f8f6ca51aafeb7dc23f56766ab8c3a615cd89,1595,0x66b02ebbbb598567330941f8c9b21bd6dd0e81785f7359726fd953374385156a,292,15046873,Minted,2022-06-29T20:53:13Z,,,,,,,
3879,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0c412c5b67f6dc25fe9ac346b5f34480fed72527,0x6b52472b562dcea406ef5217c2b55a35e911efcc,3971,0xe1cf9e473161ea287391669c8e0a8e9d1c0785391e64345ed4cd7105534324df,292,15050642,Transfer,2022-06-30T13:46:03Z,,,,,,,
3880,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x462025fd60d1b0a1bb69cbd517249176ff83596b,0xe3735635e396a432aad3b7648c4ec230b0aee5fa,932,0xd078ef325ef88f867dc04c646d283ea4f06bcf16d0a5fd883ed28504d9906bd2,292,15058471,Transfer,2022-07-01T19:28:54Z,,,,,,,
3881,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x859a5cbcc55b99e2df3ca0fdff97937eb9528960,4076,0x617ef808d31e8cc00c8477bdb1748cc84f10f1fc650c7bac05b49d558647e354,292,15050022,Minted,2022-06-30T11:00:00Z,,,,,,,
3882,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x537f23e347508fffa7976920a28dfa35bd606454,1839,0x1c7458e9462277830d45d3e273f953148effdafdddd806c223befe661855a928,292,15047198,Minted,2022-06-29T22:18:34Z,,,,,,,
3883,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x8367f675cb82bab4785c750b5a2bfc082a34c9d7,0xaa60384b8a8f2f6e9ff6e47426e8ad2c42bc034c,3205,0xa0fdcd579fde53035ebdc633080f288b8380f10520720b6001f4515c6c14803d,292,15051393,Transfer,2022-06-30T16:46:05Z,,,,,,,
3884,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x3160638c97cc5098e8136757b88ac5ec39f32ab3,0xbaeebb0b834e5ef22e33861203372359992ccb1f,489,0x55797a736e76e1b830dc0728e1e6f3f5e3ce6feda1a9ed551128864fc1b18cec,292,15046699,Transfer,2022-06-29T20:10:01Z,,,,,,,
3885,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xccb4910f296e88dd98ee35d7a6dabfb57634f5e8,2681,0x00a1ff403ff94152a453fe3b90884829e3f9e97bd0d3e89d6f0c936d70c22c89,292,15047680,Minted,2022-06-30T00:21:44Z,,,,,,,
3886,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x6f1ba17460e0c83804f489eda3aa4d06dd5fb8c1,0xf15aa8d4d867744260d0a30d4e8fb116588ec182,2629,0x1cbdfc3145bf7c39a73d7946268d1c31f7118241f3a51666031f9b1edc01132f,292,15063110,Transfer,2022-07-02T12:31:27Z,,,,,,,
3887,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x8e6946151c6b5ca50c3efff4859c845c43a93c97,1994,0x497cebb497ea27b08d39fb4c4b466d3278791659cb18dfd857d52fecac8c315f,292,15047293,Minted,2022-06-29T22:41:50Z,,,,,,,
3888,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xd58efff3484414920ef5b1d786862d03259418a2,1264,0xa05501d4407fdee45fb2a5d6d4a2e47e97980ab2ab45965a05046b4cdafe1936,292,15046783,Minted,2022-06-29T20:29:23Z,,,,,,,
3889,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xba19c073c28f203d9fe23eefefa01a6d2562360f,2059,0xd1dd9d45b89e23a71409f281250b6d4c0b3030a1f26573270d720fd7a98bd1e6,292,15047320,Minted,2022-06-29T22:49:00Z,,,,,,,
3890,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x3c9161344fa33b215274a3af64b5022f628e870c,723,0x30e49e0c83b8d5f3fe69c5e2593034f36209c5660adce9319744c014b405dcf5,292,15046706,Minted,2022-06-29T20:12:24Z,,,,,,,
3891,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x3333aaa41cc850827034822cd527c3a0b12f3b9a,0xb9b111a6006cece1c487691927149084e0e75242,3023,0xbb77ecb47539d3ead49dc96df2db112193457970633cccef65797f54e53bf991,292,15048456,Transfer,2022-06-30T03:55:27Z,,,,,,,
3892,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x7d864f613e6efbf61614919a953ebb95b31ce373,0x2ea5c95a66900fc89383a05a1cfd26c1c808fcd8,4616,0x64d159454b13172d278f6466a875b0196bf54a1d04c755b5604b45ef3e379546,292,15059050,Transfer,2022-07-01T21:49:46Z,,,,,,,
3893,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xd32979b5221d88e183cc41ade64c137527ae16c0,0x7a5a4c6e042de7fddc3411c0b37b2eb8b99992dc,4834,0xc42be456acaaebc5230463ec556125c6a33b9456f8f417cf6b3ffa19896f3181,292,15052395,Transfer,2022-06-30T20:42:10Z,,,,,,,
3894,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x434f05d8938388aa5fe1b018cb7c45ec22eaeb7b,3001,0xdb106ed0679e63d87186ac58a508e990b5106c543944f5cb0d4196c97a57c558,292,15048089,Minted,2022-06-30T02:13:03Z,,,,,,,
3895,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xcf4fc71780382befaaecfbf6cf051ccf6d2fa436,2390,0xe4d5c38bd6708c9cb0ccb9a920c70c0fe408f0c814276201c74ef6d228d0b640,292,15047480,Minted,2022-06-29T23:27:14Z,,,,,,,
3896,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xf5dfe389ef8b559183e8ed5954202be18c4911ab,0x686f46b2db6e42c893290fc8f4e8649d2a9e90bb,1098,0x78d04abc80803c35b7a0376cd577609f598f6eb26627c5f6a68f0952468df905,291,15049601,Transfer,2022-06-30T09:08:26Z,,,,,,,
3897,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x447c8e6899f0c58bac35882944df755feeefbcc7,0x661cb086e1de2f8f8ab09cc5b6b2e4bca3725cf1,3201,0x888a13856996d35fa48f0b968b1c2c77c5591b67c825f3af5aebf4d0d402bfc8,291,15048318,Transfer,2022-06-30T03:17:42Z,,,,,,,
3898,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x138d049a34d20b1997f9f057b03b7b9cc97a5b9d,0x7a1a490afa6ce3c5b0233651b3390892af980dd9,2625,0xc48edba6564bd0ac8e21d2bd7774d85d3d2e6c9cb29374977ac8e3d08eff65cc,291,15054057,Transfer,2022-07-01T03:03:22Z,,,,,,,
3899,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xa6a7b9470ad83c6250fb922507454b8ba5da0ec0,462,0x3b50954ea12bf8c500654792dd21606e05b593fd9dff48ce76fe9c2514c04d4a,291,15046684,Minted,2022-06-29T20:06:34Z,,,,,,,
3900,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2,0x9e03406c424ed7d4885211d5deb601445888e2d8,3344,0x8ceadc1be8f2e4222a94e1629bfd91c88840dd4a5969a79820f1691d701a923c,291,15060756,Transfer,2022-07-02T03:54:39Z,,,,,,,
3901,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x661cb086e1de2f8f8ab09cc5b6b2e4bca3725cf1,0x53cea5bb80397333b29db7b0b644cba666295e7e,3178,0x30d397289d5a14136a4e384026d947214b6c50b50ea15d9cced6b6833fcbe34a,291,15048328,Transfer,2022-06-30T03:22:27Z,,,,,,,
3902,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0xd85c01fac27442e2b8bb969977264342c1d50f34,0x7c8e9d6d95023a0c588a5220e5072bac59d3abc9,1672,0xeda935cbdf48c0f805b4472fd7450254bee87e1cb64a495193985721ed3e9d49,291,15059046,Transfer,2022-07-01T21:48:44Z,,,,,,,
3903,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x5bff3d2435b541e2285738699ed809b736b70737,1993,0x08cd57ec1860b75122d654c38bca80f0ffbbc871c0d45ec5fc1d3d1625c9ea8c,291,15047293,Minted,2022-06-29T22:41:50Z,,,,,,,
3904,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x2baedccc5ccbf24f24ffa51949e4e7eb50642ba1,2327,0xbe672843273e5a4ebf529f3b3e5eaf556d0231c72c1208eeffaf344a9ba99529,291,15047443,Minted,2022-06-29T23:19:02Z,,,,,,,
3905,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x14759ccf24ad45dc8798f928bff74882fbb67879,3187,0x026b640ace74d6a0da0fd7cb1f4b76047291983a0816699f9d2452404ad0a64a,291,15048305,Minted,2022-06-30T03:14:14Z,,,,,,,
3906,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x46fa0272f57f88647b783f728af7348a5c6031f6,1707,0x22b922ab1b3efbb90b8d52c2fc244b0df22e4f97806ae3afd2f99aca322d28eb,291,15047113,Minted,2022-06-29T21:56:41Z,,,,,,,
3907,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0x9e943e1fff4cfd4e365badad71093eb10edf6ec5,74,0x7e18e3d828d38c93a4394c3063ee6054270174e999d7fbf6dcd8efa86c80f742,291,15046668,Minted,2022-06-29T20:01:40Z,,,,,,,
3908,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x3702fb09798763b6e1e17251da4694a5bff4503f,0x548e0f3e54b5a56f7b90eb92f8a9be29051d5d39,2883,0xc0d2a495871419816962903e66907e77e900dbdbf0fb5d33c5a118dae416cfde,291,15058183,Transfer,2022-07-01T18:27:28Z,,,,,,,
3909,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xbe7a4f808c8d8d89cef1a32d6cfcaecc78eb4e62,1198,0x2d23737e5420ddc83b33e3880ee76407a3f8f4e6e1b2e953f79613752be0336b,291,15046772,Minted,2022-06-29T20:27:23Z,,,,,,,
3910,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x897a3e5166e8da1fc5fbf075acb75d619a2f67e1,0xbebe2d055d1bb93d6a65975a00e998095e6e7fbc,3328,0xdce5424c4ad17083b000e4313804175a5b6ce9da6720cac8a7a85f47a861f467,291,15058594,Transfer,2022-07-01T19:55:37Z,,,,,,,
3911,0xe6d48bf4ee912235398b96e16db6f310c21e82cb,0x0000000000000000000000000000000000000000,0xd6fd57d28e2f5eae1c8fef5dd24bb887af1f51eb,1488,0xd697693f0545c3c4795b386c6f55c6f6d54db9b1c9efd60f91081193643ba9af,291,15046843,Minted,2022-06-29T20:46:16Z,,,,,,,
